Country Name,Year,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)","Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Female share of graduates in Agriculture, Forestry, Fisheries and Veterinary programmes, tertiary (%)","Informal employment, female (% of total non-agricultural employment)","Informal employment, male (% of total non-agricultural employment)","Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",Labor force with advanced education (% of total working-age population with advanced education),"Labor force with advanced education, female (% of female working-age population with advanced education)","Labor force with advanced education, male (% of male working-age population with advanced education)","Labor force, female","Labor force, female (% of total labor force)","Labor force, male","Labor force, total","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Population ages 15-64, female","Population ages 15-64, male","Population ages 15-64, total",Ratio of female to male labor force participation rate (%) (modeled ILO estimate),Ratio of female to male labor force participation rate (%) (national estimate)
India,2014,..,..,..,45.88999939,58.66999817,42.54000092,24.45000076,18.17000008,26.10000038,29.65999985,23.15999985,31.37000084,20.9810009,25.55791,..,..,22.20800018,23.46,76.6969986,81.48,50.40000153,53.68,..,..,..,98694155,21.26549088,365411034,464104758,..,..,..,407235342,442626693,849862019,28.95550098,..
India,2015,..,..,..,45.25999832,57.93000031,41.97000122,24.54000092,17.95000076,26.25,30.20000076,24.12000084,31.78000069,20.57900047,25.82698,..,..,21.77499962,23.1,75.92099762,81.04,49.79499817,53.29,..,..,..,98503934,21.10002613,368336515,466842711,..,..,..,413890136,450078911,863969043,28.68112947,..
India,2016,..,..,..,44.56000137,57.15000153,41.31999969,24.73999977,17.73999977,26.53000069,30.70000076,25.11000061,32.13999939,20.18799973,27.36019,..,..,21.35099983,22.77,75.13899994,80.6,49.18999863,52.9,..,..,..,98323905,20.94039284,371213397,469541836,..,..,..,420468073,457345876,877814039,28.41533671,..
India,2017,..,..,..,43.93000031,56.34999847,40.75999832,24.86000061,17.52000046,26.72999954,31.20999908,26.13999939,32.5,19.81299973,28.65833,..,..,20.93400002,22.45,74.34899902,80.15,48.58499908,52.52,..,..,..,98028507,20.78303057,373642242,471675710,..,..,..,426587695,464143484,890731260,28.15639792,..
India,2018,..,..,..,43.33000183,55.52999878,40.24000168,24.95000076,17.28000069,26.88999939,31.71999931,27.19000053,32.86999893,19.43899918,27.49907,76.01999664,81.15000153,20.52599907,22.16,73.5510025,79.7,47.97999954,52.15,59.93999863,31.54999924,79.93000031,97670822,20.63079697,375748790,473422438,65.79080963,82.36670685,74.37299347,432446916,470668260,903115190,27.90716424,27.90728844
India,2019,..,..,..,42.59999847,54.68999863,39.56000137,25.12000084,17.35000038,27.06999969,32.27999878,27.95999908,33.36999893,20.13400078,..,..,..,21.17900085,22.26,73.24500275,79.57,48.13999939,52.13,59.83000183,30.56999969,80.98999786,102396034,21.2131704,380304137,482700285,..,..,..,438341899,477210111,915551973,28.9152844,28.91517732
India,2020,..,..,..,..,..,..,..,..,..,..,..,..,17.57799911,..,..,..,18.60300064,..,69.43099976,..,44.92499924,..,61.15999985,34.15000153,81.55000305,91395433,19.96493305,366382358,457779812,..,..,..,444386581,483880266,928266848,26.79350824,34.56920497
India,2021,..,..,..,..,..,..,..,..,..,..,..,..,18.36199951,..,..,..,19.2329998,..,70.09200287,..,45.57099915,..,..,..,..,95899199,20.34800782,375400852,471295273,..,..,..,..,..,..,27.43964934,..
Indonesia,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.37099838,51.63,82.51300049,83.59,66.37000275,67.62,86.08000183,75.16999817,91.66999817,29165160,38.11672297,47350421,76515392,75.27011871,88.02452087,81.51985168,54194407,54245225,108439633,61.04613586,61.04602048
Indonesia,1991,..,..,..,55.50999832,57.04000092,54.63999939,15.18999958,13.31000042,16.25,29.30999947,29.64999962,29.11000061,47.94900131,..,..,..,49.42599869,50.91,82.6289978,83.61,65.94999695,67.26,87.08999634,77.36000061,92.36000061,29383562,37.64744401,48665293,78049288,..,..,..,55608181,55636030,111244373,59.81677135,59.81669027
Indonesia,1992,..,..,..,55.20000076,56.77999878,54.25,15.34000015,13.97999954,16.13999939,29.46999931,29.22999954,29.61000061,48.79199982,..,..,..,50.2820015,51.52,82.53099823,83.63,66.31999969,67.57,86.75,75.86000061,92.83999634,30676644,38.11244678,49812680,80489831,..,..,..,57026098,56979668,114005897,60.92498888,60.92523018
Indonesia,1993,..,..,..,52.11000061,53.40000153,51.34000015,16.45000076,15.01000023,17.30999947,31.44000053,31.59000015,31.35000038,47.84999847,..,..,..,49.34500122,50.52,82.12200165,83.07,65.62999725,66.78,86.01999664,74.72000122,92.41999817,30881819,37.83043545,50750541,81632206,..,..,..,58452129,58308334,116760473,60.08743118,60.08734514
Indonesia,1994,..,..,..,47.79000092,49.70000076,46.65999985,19.68000031,17.04999924,21.25,32.52000046,33.25,32.09000015,48,..,..,..,50.60699844,52.11,83.22599792,84.45,66.80000305,68.25,85.87999725,77.13999939,91.29000092,32481341,38.14956974,52661144,85142090,..,..,..,59897472,59671487,119568906,60.8067187,60.80660945
Indonesia,1995,..,..,..,43.97999954,43.90000153,44.02999878,18.40999985,15.97999954,19.86000061,37.59999847,40.11999893,36.11000061,47.83599854,..,..,..,50.62099838,52.01,83.2990036,84.59,66.83499908,68.27,..,..,..,33313570,38.1593062,53988039,87301299,..,..,..,61362729,61096103,122458831,60.77023277,..
Indonesia,1996,..,..,..,43.41999817,43.88000107,43.15000153,18.79000092,16.11000061,20.37999916,37.79000092,40.00999832,36.47999954,47.64500046,..,..,..,50.62900162,51.92,83.36399841,84.73,66.87000275,68.29,86.05000305,78.30000305,90.90000153,34111195,38.14901065,55304823,89415674,..,..,..,62718425,62487395,125205699,60.73245355,60.73267124
Indonesia,1997,..,..,..,43.09000015,43.90999985,42.61000061,18.79999924,16.09000015,20.42000008,38.11000061,40,36.97999954,46.98099899,..,..,..,49.79100037,51.01,83.13800049,84.55,66.33999634,67.76,89.02999878,81.41000366,94.18000031,34341360,37.80780988,56490295,90831392,..,..,..,64100261,63958184,128058351,59.88958127,59.88964695
Indonesia,1998,..,..,..,44.90999985,45.63999939,44.47000122,17.78000069,15.35999966,19.23999977,37.31000137,39,36.29999924,47.92499924,..,..,..,51.05199814,52.32,83.03099823,84.53,66.93000031,68.42,86.84999847,78.51999664,92.69000244,36034189,38.40413669,57795260,93828926,..,..,..,65492440,65482633,130975056,61.48546835,61.48575553
Indonesia,1999,..,..,..,45.22000122,46.31999969,44.56000137,17.56999969,15.13000011,19.05999947,37.20999908,38.54999924,36.38999939,47.60800171,..,..,..,51.12799835,52.37,83.51799774,84.96,67.22000122,68.68,87.86000061,81.83000183,92.36000061,36901872,38.27169361,59519464,96420797,..,..,..,66859385,67006154,133865557,61.21794072,61.21814052
Indonesia,2000,..,..,..,45.27999878,46.74000168,44.38999939,17.44000053,14.97000027,18.95000076,37.29000092,38.29999924,36.65999985,48.16400146,..,..,..,51.63100052,52.83,84.0739975,85.19,67.76000214,69.04,87.26000214,77.76999664,94.37000275,38060528,38.31615422,61272022,99332850,..,..,..,68171740,68484093,136655835,61.41137814,61.41142895
Indonesia,2001,..,..,..,43.77000046,44.52000046,43.33000183,18.73999977,16.12000084,20.26000023,37.49000168,39.36000061,36.40000153,46.25999832,..,..,..,49.94499969,51.09,84.4960022,85.34,67.12999725,68.26,79.73999786,64.91999817,90.88999939,37436794,37.3952942,62674086,100110976,..,..,..,69266980,69653726,138920715,59.10930505,59.10864424
Indonesia,2002,..,..,..,44.34000015,45.40000153,43.75,18.76000023,15.77999973,20.43000031,36.90000153,38.81999969,35.81999969,44.24300003,..,..,..,48.00799942,49.06,84.12599945,85.15,65.98000336,67.16,86.06999969,77.05999756,93.08000183,36558661,36.55572631,63449632,100008028,..,..,..,70340395,70792759,141133169,57.06678046,57.06644466
Indonesia,2003,..,..,..,46.38000107,47.54000092,45.72999954,17.70999908,15.15999985,19.12999916,35.90999985,37.29999924,35.13999939,43.83000183,..,..,..,47.80199814,48.78,83.69400024,84.32,65.66999817,66.61,78.83999634,63.90000153,89.79000092,36956007,36.55416776,64143118,101099298,..,..,..,71404235,71921499,143325751,57.115203,57.11554289
Indonesia,2004,..,..,..,43.33000183,44.61999893,42.63000107,18.01000023,14.21000004,20.06999969,38.66999817,41.16999817,37.31000137,42.85800171,..,..,..,47.18999863,48.23,84.29199982,85.33,65.66999817,66.85,79.55000305,64.58999634,90.63999939,37021474,36.06707956,65624837,102646165,86.79959106,94.03507996,90.38478851,72475566,73067413,145542983,55.98395901,55.98387158
Indonesia,2005,..,..,..,44,44.38000107,43.79000092,18.76000023,15.90999985,20.29000092,37.24000168,39.70999908,35.91999817,41.4129982,..,..,..,46.0340004,47.29,82.88400269,84.29,64.40000153,65.87,87.23999786,80.30999756,92.66999817,36638550,35.85535187,65545596,102184327,..,..,..,73564094,74243591,147807686,55.54027183,55.54076677
Indonesia,2006,..,..,..,42.06000137,41.13000107,42.56999969,18.59000015,15.35999966,20.32999992,39.34999847,43.52000046,37.09999847,41.69599915,..,..,..,45.95999908,47.38,82.55200195,84.55,64.20999908,66.06,85.20999908,77.86000061,91.69000244,37234616,35.87952388,66541502,103776784,88.78697968,95.15853882,91.98226929,74823375,75633817,150457184,55.67399699,55.67409833
Indonesia,2007,..,..,..,41.25999832,41.40000153,41.18000031,18.81999969,15.02999973,21.01000023,39.91999817,43.56999969,37.81000137,44.85900116,..,..,..,49.79100037,51.44,82.73100281,84.86,66.23000336,68.25,80.47000122,73.23000336,87.52999878,41008649,37.6595526,67884696,108893086,..,..,..,76023371,76963052,152986404,60.18420988,60.18383906
Indonesia,2008,..,..,..,41.09999847,41.36000061,40.93999863,18.44000053,14.57999992,20.75,40.45999908,44.06000137,38.31000137,46.25400162,..,..,..,50.33300018,52.3,82.4469986,84.74,66.37000275,68.63,84.37999725,76.58000183,91.66999817,42100855,37.96629475,68788482,110890081,89.10138702,95.38318634,92.19229889,77183071,78234083,155417131,61.04891754,61.04918686
Indonesia,2009,..,..,..,40.45000076,39.93999863,40.77000046,18.29999924,14.42000008,20.63999939,41.25,45.65000153,38.59999847,46.88199997,..,..,..,50.25099945,52.34,81.875,84.67,66.05000305,68.62,79.83999634,70.61000061,89.06999969,42655110,38.07143827,69384230,112039660,89.67711639,95.6470108,92.58170319,78322237,79453122,157775352,61.3752665,61.37611397
Indonesia,2010,..,..,..,39.13000107,38.40000153,39.56999969,18.64999962,14.94999981,20.90999985,42.22000122,46.65000153,39.52000046,47.67100143,..,..,..,50.92300034,53.13,82.25499725,85.01,66.58000183,69.19,84.01000214,76.98000336,91.29000092,43849437,38.26431151,70746465,114596174,..,..,..,79466652,80650298,160116952,61.90870103,61.90938915
Indonesia,2011,..,..,..,37.18999863,36.79000092,37.43999863,19.98999977,15.06000042,22.98999977,42.81999969,48.15000153,39.56999969,48.10300064,..,..,..,50.93700027,53.24,82.89299774,85.37,66.91000366,69.43,85.44999695,78.81999969,92.22000122,44633682,38.0750914,72591937,117225410,90.0687027,95.59108734,92.81191254,80777640,82057022,162834657,61.44909903,61.44941384
Indonesia,2012,..,..,..,35.93000031,35.27000046,36.34000015,21.06999969,15.77000046,24.30999947,43,48.95999908,39.34999847,48.98300171,..,..,..,51.44499969,53.81,83.40000153,85.82,67.41999817,69.95,87.91999817,82.01000214,93.62000275,45845083,38.15838599,74298974,120144188,..,..,..,82059240,83428694,165487914,61.68465078,61.6850428
Indonesia,2013,..,..,..,34.97999954,33.90999985,35.63000107,20.95000076,15.72999954,24.13999939,44.06999969,50.36000061,40.22999954,48.50999832,..,..,..,50.67399979,52.99,82.84799957,85.27,66.76000214,69.27,86.61000061,80.16999817,92.95999908,45915314,37.95528746,75056172,120972115,..,..,..,83338372,84792196,168130541,61.16502516,61.1654013
Indonesia,2014,7.675169945,8.263110161,7.966499805,34.27999878,33.36999893,34.84000015,21.39999962,15.43000031,25.04999924,44.31999969,51.20999908,40.09999847,48.63499832,38.14777,..,..,50.59899902,52.8,82.63999939,84.92,66.62000275,69,86.41000366,80.22000122,92.73000336,46622492,37.97537247,76147197,122770335,93.45089722,96.791008,95.11621857,84643213,86174155,170817349,61.22821805,61.22868494
Indonesia,2015,8.065719604,8.907219887,8.483010292,33.04000092,32.61000061,33.31000137,22.04000092,15.76000023,25.89999962,44.91999817,51.63000107,40.79000092,48.49100113,44.63313,..,..,50.73500061,52.74,82.41999817,84.28,66.58000183,68.66,85.62000275,79.62000275,91.75,47545014,38.09475758,77262227,124807236,93.33570862,97.10652161,95.21793365,85972293,87572349,173544645,61.55666311,61.55711725
Indonesia,2016,8.484760284,9.108949661,8.79403019,31.81999969,30.06999969,32.91999817,21.71999931,16,25.30999947,46.45999908,53.93999863,41.77000046,48.93899918,44.87513,80.23999786,77.27999878,50.9090004,52.94,81.69999695,83.52,66.30999756,68.37,85.58999634,79.93000031,91.68000031,48429961,38.37367755,77776025,126206202,93.58692169,97.17443848,95.37696838,87130721,88747589,175878309,62.31212032,62.31192493
Indonesia,2017,..,..,..,30.79000092,28.81999969,32.04000092,22.02000046,16.65999985,25.43000031,47.18999863,54.52000046,42.52999878,50.09400177,45.96057,80.26000214,77.36000061,51.9640007,54.01,81.54000092,83.67,66.76000214,68.98,84.87000275,79.12999725,91.01999664,50226862,38.89711405,78900851,129127477,..,..,..,88379383,90003706,178383090,63.72823169,63.70997294
Indonesia,2018,9.222680092,9.528320313,9.374230385,29.62999916,27.52000046,31,22.29000092,16.97999954,25.72999954,48.08000183,55.5,43.27000046,50.86999893,48.25216,77.91000366,75.55999756,53.09000015,55.18,82.18800354,83.85,67.65000153,69.65,81.86000061,76.05000305,88.16000366,52148497,39.20926269,80851793,133000453,93.99217987,97.33133698,95.65856171,89644873,91278031,180922906,64.59580214,64.59498884
Indonesia,2019,..,..,..,28.5,26.36000061,29.87999916,22.36000061,16.67000008,26.06999969,49.13999939,56.97000122,44.04999924,52.11999893,..,75.88999939,73.81999969,53.92499924,55.99,82.46800232,84.14,68.20999908,70.2,84.08000183,78.61000061,90.16000366,53788139,39.49137679,82414015,136202238,..,..,..,90824538,92482551,183307085,65.38899661,65.31007723
Indonesia,2020,10.55817986,10.47525978,10.51708031,..,..,..,..,..,..,..,..,..,51.16699982,..,..,..,53.17599869,..,81.51300049,..,67.36000061,..,82.26000214,76.75,88.38999939,53802702,39.42757264,82657419,136459585,94.55235291,97.4493103,95.99900818,91873585,93579479,185453064,65.23621799,65.14761986
Indonesia,2021,..,..,..,..,..,..,..,..,..,..,..,..,51.57500076,..,..,..,53.70399857,..,81.66799927,..,67.70200348,..,..,..,..,55133062,39.61728053,84030654,139164176,..,..,..,..,..,..,65.75892522,..
Japan,1990,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.07600021,57.05,77.16300201,82.96,63.29999924,70.08,..,..,..,25798523,40.48659036,37922990,63721155,..,..,..,42771488,43238946,86010433,64.89638675,64.89637365
Japan,1991,..,..,..,6.730000019,7.78000021,6.019999981,34.59000015,27.70000076,39.29000092,58.68000031,64.51999664,54.68999863,49.54899979,..,..,..,50.67399979,57.91,77.55999756,83.43,63.79999924,70.75,..,..,..,26387460,40.64880317,38528541,64915712,..,..,..,42979178,43512335,86491520,65.33522612,65.33505381
Japan,1992,..,..,..,6.420000076,7.289999962,5.829999924,34.77000046,27.44000053,39.75,58.81999969,65.26999664,54.41999817,49.56999969,..,..,..,50.7159996,58.28,77.92500305,84.17,64,71.31,..,..,..,26663932,40.55615183,39081474,65745715,..,..,..,43121301,43707456,86828727,65.08308966,65.08344001
Japan,1993,..,..,..,5.96999979,6.78000021,5.420000076,34.43999863,26.68000031,39.65999985,59.59999847,66.54000092,54.91999817,48.96500015,..,..,..,50.2820015,58.24,77.97200012,84.57,63.79999924,71.5,..,..,..,26657763,40.33741218,39428888,66086944,..,..,..,43193702,43824342,87017969,64.48725365,64.48717851
Japan,1994,..,..,..,5.809999943,6.579999924,5.289999962,34.18999863,25.81999969,39.84000015,60,67.61000061,54.88000107,48.62900162,..,..,..,50.14300156,58.38,77.71199799,84.54,63.59999847,71.56,..,..,..,26786804,40.3564288,39589003,66375556,..,..,..,43220411,43894626,87114965,64.52414409,64.52442004
Japan,1995,..,..,..,5.699999809,6.489999771,5.170000076,33.70000076,25.09000015,39.49000168,60.59999847,68.41999817,55.34000015,48.31600189,..,..,..,49.94499969,58.47,77.51399994,84.67,63.40000153,71.67,..,..,..,26869989,40.33001674,39755415,66625286,..,..,..,43213680,43934524,87148203,64.43352134,64.43299096
Japan,1996,..,..,..,5.519999981,6.260000229,5.019999981,33.43000031,24.65999985,39.34000015,61.06000137,69.08000183,55.63999939,48.31800079,..,..,..,49.98799896,58.9,77.68099976,85.2,63.5,72.17,..,..,..,27073331,40.31111858,40087727,67160952,..,..,..,43183487,43929638,87113025,64.35035481,64.35006688
Japan,1997,..,..,..,5.369999886,6.019999981,4.920000076,33.25999832,24.25,39.38999939,61.36999893,69.73000336,55.68999863,48.67399979,..,..,..,50.38700104,59.69,77.68000031,85.52,63.70000076,72.72,..,..,..,27463579,40.51789252,40317347,67781361,..,..,..,43130153,43903070,87033128,64.86483115,64.86486938
Japan,1998,..,..,..,5.300000191,5.96999979,4.840000153,32.22000122,22.77000046,38.65999985,62.47999954,71.26000214,56.5,48.05799866,..,..,..,50.05099869,59.79,77.22399902,85.49,63.29999924,72.76,..,..,..,27455711,40.51608467,40309522,67764966,..,..,..,43071779,43874366,86946112,64.81275163,64.81241461
Japan,1999,..,..,..,5.210000038,5.760000229,4.849999905,31.86000061,22.12999916,38.47000122,62.91999817,72.12000275,56.68000031,47.35300064,..,..,..,49.59500122,59.49,76.89199829,85.36,62.90000153,72.55,..,..,..,27350922,40.41674092,40321024,67672260,..,..,..,42963481,43797799,86761304,64.49956084,64.49934654
Japan,2000,..,..,..,5.090000153,5.550000191,4.78000021,31.42000008,21.55999947,38.11999893,63.49000168,72.90000153,57.09999847,46.99100113,..,..,..,49.21099854,59.5,76.36299896,85.34,62.43999863,72.55,..,..,..,27275984,40.41376094,40215876,67491823,..,..,..,42839220,43707887,86547107,64.44351218,64.44357002
Japan,2001,..,..,..,4.909999847,5.28000021,4.659999847,30.70000076,20.77000046,37.50999832,64.37999725,73.94999695,57.83000183,46.75099945,..,..,..,49.07400131,59.96,75.59300232,85.13,61.99000168,72.68,..,..,..,27341192,40.60870297,39986844,67328405,..,..,..,42736040,43615246,86351420,64.91870915,64.91877179
Japan,2002,..,..,..,4.71999979,4.960000038,4.559999943,29.94000053,19.73999977,36.91999817,65.33999634,75.30000305,58.52999878,45.99300003,..,..,..,48.47700119,59.71,74.67199707,84.93,61.22999954,72.45,..,..,..,27148418,40.62688832,39675511,66823769,..,..,..,42632297,43524231,86156721,64.91992058,64.91908933
Japan,2003,..,..,..,4.639999866,4.820000172,4.510000229,29.14999962,18.94000053,36.20999908,66.20999908,76.25,59.27999878,45.82699966,..,..,..,48.18299866,59.99,74.04699707,84.76,60.77000046,72.51,..,..,..,27116385,40.70025509,39508652,66624607,..,..,..,42511460,43419292,85930942,65.07083415,65.07080109
Japan,2004,..,..,..,4.559999943,4.679999828,4.46999979,28.43000031,18.15999985,35.54999924,67.01999664,77.15000153,59.97999954,46.0530014,..,..,..,48.17900085,60.15,73.34100342,84.4,60.41999817,72.4,..,..,..,27190293,40.94723965,39213091,66403238,..,..,..,42287796,43215631,85503551,65.69176669,65.69094895
Japan,2005,..,..,..,4.460000038,4.550000191,4.389999866,27.97999954,17.56999969,35.25,67.55999756,77.87000275,60.36000061,46.26100159,..,..,..,48.29999924,60.72,73.22299957,84.39,60.41999817,72.69,..,..,..,27318299,41.06550423,39205441,66523715,..,..,..,42017934,42973812,84991747,65.96287986,65.96208608
Japan,2006,..,..,..,4.389999866,4.440000057,4.349999905,27.73999977,17.20000076,35.11999893,67.87999725,78.36000061,60.52999878,46.50999832,..,..,..,48.4070015,61.09,73.12000275,84.55,60.41999817,72.95,..,..,..,27451545,41.17139788,39225065,66676252,..,..,..,41797207,42759264,84556631,66.20213304,66.20237242
Japan,2007,..,..,..,4.309999943,4.329999924,4.300000191,27.5,16.87000084,34.95000076,68.18000031,78.80000305,60.75,46.56700134,..,..,..,48.39199829,61.67,73.08300018,85.08,60.38999939,73.51,..,..,..,27516871,41.19460976,39280254,66797261,..,..,..,41570784,42545551,84116655,66.21512276,66.21566486
Japan,2008,..,..,..,4.25,4.230000019,4.260000229,27.19000053,16.46999931,34.75,68.55999756,79.30999756,60.99000168,46.50500107,..,..,..,48.36899948,62.09,72.64399719,85.14,60.15999985,73.75,..,..,..,27551059,41.34791079,39081322,66632288,..,..,..,41284635,42278072,83563130,66.5836151,66.58415478
Japan,2009,..,..,..,4.210000038,4.099999905,4.289999962,26.14999962,15.31000042,33.91999817,69.63999939,80.59999847,61.79000092,46.12200165,..,..,..,48.43999863,62.84,71.95999908,84.85,59.86000061,73.98,..,..,..,27621027,41.6305972,38727031,66347900,..,..,..,40933588,41952994,82886937,67.31517405,67.31436217
Japan,2010,11.56309032,29.13670921,19.91313934,4.070000172,3.900000095,4.190000057,25.55999947,14.81000042,33.33000183,70.37000275,81.29000092,62.49000168,46.11600113,..,..,..,48.34199905,63.18,71.4940033,84.87,59.58000183,74.17,..,..,..,27605565,41.75458003,38507963,66113861,..,..,..,40548737,41604516,82153251,67.61685851,67.6166531
Japan,2011,..,..,..,3.970000029,3.710000038,4.150000095,25.34000015,14.52000046,33.15999985,70.69000244,81.76999664,62.68999863,46.09700012,..,..,..,48.0929985,63.17,71.08499908,84.66,59.25,74.05,..,..,..,27434716,41.78113346,38228452,65662929,..,..,..,40081298,41137820,81219621,67.65562232,67.65491466
